Entity,Code,Year,Renewables (% electricity)
Asia,,1995,14.895889
Asia,,1996,14.109113
Asia,,1997,13.528753
Asia,,1998,13.913553
Asia,,1999,13.041746
Asia,,2000,13.29965
Asia,,2001,13.711943
Asia,,2002,13.305848
Asia,,2003,12.906311
Asia,,2004,13.81895
Asia,,2005,13.493234
Asia,,2006,13.684091
Asia,,2007,13.271046
Asia,,2008,14.764971
Asia,,2009,14.237518
Asia,,2010,14.998569
Asia,,2011,14.592348
Asia,,2012,16.109682
Asia,,2013,16.681847
Asia,,2014,17.621546
Asia,,2015,18.716984
Asia,,2016,19.39271
Asia,,2017,20.155329
Asia,,2018,20.771847
Asia,,2019,22.13152
Asia,,2020,23.373877
Asia,,2021,23.770035
Asia Pacific (BP),,1985,19.79031
Asia Pacific (BP),,1986,19.28582
Asia Pacific (BP),,1987,17.714008
Asia Pacific (BP),,1988,18.171684
Asia Pacific (BP),,1989,18.117981
Asia Pacific (BP),,1990,17.083284
Asia Pacific (BP),,1991,16.452162
Asia Pacific (BP),,1992,15.28392
Asia Pacific (BP),,1993,15.889174
Asia Pacific (BP),,1994,14.814617
Asia Pacific (BP),,1995,15.188278
Asia Pacific (BP),,1996,14.1712
Asia Pacific (BP),,1997,13.694318
Asia Pacific (BP),,1998,14.187581
Asia Pacific (BP),,1999,13.470428
Asia Pacific (BP),,2000,13.290402
Asia Pacific (BP),,2001,13.848089
Asia Pacific (BP),,2002,13.250928
Asia Pacific (BP),,2003,12.754509
Asia Pacific (BP),,2004,13.7065
Asia Pacific (BP),,2005,13.436297
Asia Pacific (BP),,2006,13.743126
Asia Pacific (BP),,2007,13.557073
Asia Pacific (BP),,2008,15.290678
Asia Pacific (BP),,2009,14.792569
Asia Pacific (BP),,2010,15.5692215
Asia Pacific (BP),,2011,15.241641
Asia Pacific (BP),,2012,16.65729
Asia Pacific (BP),,2013,17.534136
Asia Pacific (BP),,2014,18.861
Asia Pacific (BP),,2015,19.888912
Asia Pacific (BP),,2016,20.574503
Asia Pacific (BP),,2017,21.415321
Asia Pacific (BP),,2018,22.087147
Asia Pacific (BP),,2019,23.091784
Asia Pacific (BP),,2020,24.607698
Asia Pacific (BP),,2021,25.308233
Australia,AUS,1985,11.640788
Australia,AUS,1986,11.183614
Australia,AUS,1987,10.369839
Australia,AUS,1988,10.507794
Australia,AUS,1989,9.947415
Australia,AUS,1990,9.9702215
Australia,AUS,1991,10.368504
Australia,AUS,1992,10.299597
Australia,AUS,1993,10.323705
Australia,AUS,1994,9.914866
Australia,AUS,1995,9.407731
Australia,AUS,1996,9.408696
Australia,AUS,1997,8.989149
Australia,AUS,1998,8.488753
Australia,AUS,1999,8.457535
Australia,AUS,2000,8.634437
Australia,AUS,2001,8.218014
Australia,AUS,2002,8.0833025
Australia,AUS,2003,8.659832
Australia,AUS,2004,8.701304
Australia,AUS,2005,9.156236
Australia,AUS,2006,9.63576
Australia,AUS,2007,9.119031
Australia,AUS,2008,8.05489
Australia,AUS,2009,7.804379
Australia,AUS,2010,9.044215
Australia,AUS,2011,11.3454275
Australia,AUS,2012,11.410575
Australia,AUS,2013,14.870858
Australia,AUS,2014,14.96213
Australia,AUS,2015,14.3476
Australia,AUS,2016,15.609379
Australia,AUS,2017,16.313873
Australia,AUS,2018,17.145937
Australia,AUS,2019,21.37597
Australia,AUS,2020,25.503168
Australia,AUS,2021,29.134624
Austria,AUT,1985,72.51263
Austria,AUT,1986,73.2006
Austria,AUT,1987,73.04341
Austria,AUT,1988,75.496994
Austria,AUT,1989,73.61791
Austria,AUT,1990,66.206894
Austria,AUT,1991,65.065765
Austria,AUT,1992,72.392395
Austria,AUT,1993,74.07047
Austria,AUT,1994,70.81174
Austria,AUT,1995,70.51468
Austria,AUT,1996,66.809784
Austria,AUT,1997,67.92385
Austria,AUT,1998,69.79614
Austria,AUT,1999,70.677574
Austria,AUT,2000,72.58146
Austria,AUT,2001,69.17786
Austria,AUT,2002,69.03938
Austria,AUT,2003,60.695835
Austria,AUT,2004,63.975456
Austria,AUT,2005,63.389675
Austria,AUT,2006,65.285805
Austria,AUT,2007,68.62184
Austria,AUT,2008,69.03876
Austria,AUT,2009,71.161385
Austria,AUT,2010,66.24944
Austria,AUT,2011,65.70832
Austria,AUT,2012,74.71616
Austria,AUT,2013,78.185486
Austria,AUT,2014,81.46706
Austria,AUT,2015,76.94422
Austria,AUT,2016,78.28352
Austria,AUT,2017,75.719376
Austria,AUT,2018,76.96802
Austria,AUT,2019,77.109795
Austria,AUT,2020,80.098274
Austria,AUT,2021,78.790146
Bangladesh,BGD,1985,16.320673
Bangladesh,BGD,1986,9.375
Bangladesh,BGD,1987,9.253625
Bangladesh,BGD,1988,10.319523
Bangladesh,BGD,1989,12.930429
Bangladesh,BGD,1990,11.433006
Bangladesh,BGD,1991,10.133011
Bangladesh,BGD,1992,8.949854
Bangladesh,BGD,1993,6.604388
Bangladesh,BGD,1994,8.65699
Bangladesh,BGD,1995,3.442532
Bangladesh,BGD,1996,6.4406486
Bangladesh,BGD,1997,6.0634174
Bangladesh,BGD,1998,6.714796
Bangladesh,BGD,1999,5.764706
Bangladesh,BGD,2000,6.3214526
Bangladesh,BGD,2001,5.9792557
Bangladesh,BGD,2002,5.9659085
Bangladesh,BGD,2003,6.0247445
Bangladesh,BGD,2004,5.2020636
Bangladesh,BGD,2005,5.033425
Bangladesh,BGD,2006,4.7521367
Bangladesh,BGD,2007,2.6018488
Bangladesh,BGD,2008,2.970297
Bangladesh,BGD,2009,1.3401768
Bangladesh,BGD,2010,2.182385
Bangladesh,BGD,2011,2.3763802
Bangladesh,BGD,2012,2.0292385
Bangladesh,BGD,2013,2.1791284
Bangladesh,BGD,2014,1.5405097
Bangladesh,BGD,2015,1.4928058
Bangladesh,BGD,2016,1.9586676
Bangladesh,BGD,2017,1.9155419
Bangladesh,BGD,2018,1.8926592
Bangladesh,BGD,2019,1.4337819
Bangladesh,BGD,2020,1.7298295
Bangladesh,BGD,2021,1.7252079
Belgium,BEL,1985,0.59314054
Belgium,BEL,1986,0.7873748
Belgium,BEL,1987,0.9105686
Belgium,BEL,1988,0.8370442
Belgium,BEL,1989,0.74466676
Belgium,BEL,1990,0.7966994
Belgium,BEL,1991,0.75853354
Belgium,BEL,1992,0.8681042
Belgium,BEL,1993,0.7277397
Belgium,BEL,1994,0.85506034
Belgium,BEL,1995,0.9113166
Belgium,BEL,1996,0.7452755
Belgium,BEL,1997,0.7704161
Belgium,BEL,1998,0.9258132
Belgium,BEL,1999,1.0195514
Belgium,BEL,2000,1.2682691
Belgium,BEL,2001,1.3735217
Belgium,BEL,2002,1.4084506
Belgium,BEL,2003,1.435922
Belgium,BEL,2004,1.8089726
Belgium,BEL,2005,2.5089178
Belgium,BEL,2006,3.5632598
Belgium,BEL,2007,4.0318856
Belgium,BEL,2008,5.3375196
Belgium,BEL,2009,6.0778413
Belgium,BEL,2010,7.042102
Belgium,BEL,2011,9.331837
Belgium,BEL,2012,12.908377
Belgium,BEL,2013,14.329417
Belgium,BEL,2014,17.211727
Belgium,BEL,2015,21.212564
Belgium,BEL,2016,16.972368
Belgium,BEL,2017,18.603556
Belgium,BEL,2018,23.35419
Belgium,BEL,2019,21.091972
Belgium,BEL,2020,26.692457
Belgium,BEL,2021,22.95264
Brazil,BRA,1985,93.68031
Brazil,BRA,1986,91.828995
Brazil,BRA,1987,93.033165
Brazil,BRA,1988,94.17544
Brazil,BRA,1989,93.845985
Brazil,BRA,1990,94.50092
Brazil,BRA,1991,94.6263
Brazil,BRA,1992,94.4203
Brazil,BRA,1993,95.256325
Brazil,BRA,1994,95.40556
Brazil,BRA,1995,94.15726
Brazil,BRA,1996,93.56115
Brazil,BRA,1997,92.97818
Brazil,BRA,1998,92.92323
Brazil,BRA,1999,90.03717
Brazil,BRA,2000,90.13077
Brazil,BRA,2001,84.69536
Brazil,BRA,2002,86.08834
Brazil,BRA,2003,87.456116
Brazil,BRA,2004,86.426
Brazil,BRA,2005,87.678154
Brazil,BRA,2006,87.28425
Brazil,BRA,2007,88.725204
Brazil,BRA,2008,84.80723
Brazil,BRA,2009,89.41723
Brazil,BRA,2010,85.35769
Brazil,BRA,2011,87.66188
Brazil,BRA,2012,83.11646
Brazil,BRA,2013,77.524
Brazil,BRA,2014,74.04187
Brazil,BRA,2015,75.02318
Brazil,BRA,2016,81.0938
Brazil,BRA,2017,79.90915
Brazil,BRA,2018,82.919846
Brazil,BRA,2019,82.85489
Brazil,BRA,2020,84.641174
Brazil,BRA,2021,76.7711
Bulgaria,BGR,1985,5.3732705
Bulgaria,BGR,1986,5.561932
Bulgaria,BGR,1987,5.835806
Bulgaria,BGR,1988,5.766198
Bulgaria,BGR,1989,6.0702443
Bulgaria,BGR,1990,3.8902147
Bulgaria,BGR,1991,5.5787663
Bulgaria,BGR,1992,5.361174
Bulgaria,BGR,1993,4.730444
Bulgaria,BGR,1994,3.4228542
Bulgaria,BGR,1995,5.210084
Bulgaria,BGR,1996,6.7713213
Bulgaria,BGR,1997,6.3864756
Bulgaria,BGR,1998,7.4065137
Bulgaria,BGR,1999,7.187994
Bulgaria,BGR,2000,6.477833
Bulgaria,BGR,2001,3.7974682
Bulgaria,BGR,2002,5.0368257
Bulgaria,BGR,2003,7.070229
Bulgaria,BGR,2004,7.584541
Bulgaria,BGR,2005,9.7883005
Bulgaria,BGR,2006,9.300792
Bulgaria,BGR,2007,6.7132864
Bulgaria,BGR,2008,6.5754037
Bulgaria,BGR,2009,8.693598
Bulgaria,BGR,2010,12.527185
Bulgaria,BGR,2011,7.7877874
Bulgaria,BGR,2012,11.295181
Bulgaria,BGR,2013,16.054832
Bulgaria,BGR,2014,15.750214
Bulgaria,BGR,2015,17.967146
Bulgaria,BGR,2016,15.798923
Bulgaria,BGR,2017,13.643445
Bulgaria,BGR,2018,20.154705
Bulgaria,BGR,2019,17.100456
Bulgaria,BGR,2020,18.57285
Bulgaria,BGR,2021,21.79704
Canada,CAN,1985,66.5168
Canada,CAN,1986,66.69049
Canada,CAN,1987,64.16609
Canada,CAN,1988,61.2473
Canada,CAN,1989,59.010662
Canada,CAN,1990,62.34779
Canada,CAN,1991,61.39351
Canada,CAN,1992,61.643684
Canada,CAN,1993,61.68843
Canada,CAN,1994,60.328484
Canada,CAN,1995,61.172176
Canada,CAN,1996,63.361584
Canada,CAN,1997,62.360817
Canada,CAN,1998,60.486572
Canada,CAN,1999,61.290306
Canada,CAN,2000,61.809593
Canada,CAN,2001,59.32876
Canada,CAN,2002,61.14774
Canada,CAN,2003,60.078968
Canada,CAN,2004,59.69678
Canada,CAN,2005,60.82082
Canada,CAN,2006,60.82716
Canada,CAN,2007,61.246067
Canada,CAN,2008,62.65207
Canada,CAN,2009,63.891922
Canada,CAN,2010,62.942146
Canada,CAN,2011,64.09229
Canada,CAN,2012,65.09873
Canada,CAN,2013,65.43208
Canada,CAN,2014,64.791145
Canada,CAN,2015,65.294624
Canada,CAN,2016,66.18906
Canada,CAN,2017,67.53994
Canada,CAN,2018,67.36857
Canada,CAN,2019,67.174164
Canada,CAN,2020,68.77964
Canada,CAN,2021,68.16998
Central America (BP),,1985,79.92793
Central America (BP),,1986,87.975555
Central America (BP),,1987,83.7704
Central America (BP),,1988,86.227165
Central America (BP),,1989,88.621956
Central America (BP),,1990,88.7516
Central America (BP),,1991,82.9108
Central America (BP),,1992,72.96061
Central America (BP),,1993,75.404205
Central America (BP),,1994,70.89711
Central America (BP),,1995,66.66999
Central America (BP),,1996,74.529434
Central America (BP),,1997,69.64259
Central America (BP),,1998,62.552063
Central America (BP),,1999,70.75126
Central America (BP),,2000,68.92432
Central America (BP),,2001,59.45524
Central America (BP),,2002,59.907238
Central America (BP),,2003,58.692875
Central America (BP),,2004,58.90136
Central America (BP),,2005,59.705555
Central America (BP),,2006,59.50986
Central America (BP),,2007,57.446735
Central America (BP),,2008,61.67
Central America (BP),,2009,59.11928
Central America (BP),,2010,64.44712
Central America (BP),,2011,62.33885
Central America (BP),,2012,65.56455
Central America (BP),,2013,64.07013
Central America (BP),,2014,64.11243
Central America (BP),,2015,65.91601
Central America (BP),,2016,67.38702
Central America (BP),,2017,74.73564
Central America (BP),,2018,74.690575
Central America (BP),,2019,66.17948
Central America (BP),,2020,77.83653
Central America (BP),,2021,79.330315
Chile,CHL,1985,80.23505
Chile,CHL,1986,81.713905
Chile,CHL,1987,83.73729
Chile,CHL,1988,76.17498
Chile,CHL,1989,60.996014
Chile,CHL,1990,53.834267
Chile,CHL,1991,70.97458
Chile,CHL,1992,82.69866
Chile,CHL,1993,78.987724
Chile,CHL,1994,74.26599
Chile,CHL,1995,72.40424
Chile,CHL,1996,60.44451
Chile,CHL,1997,62.13549
Chile,CHL,1998,48.170887
Chile,CHL,1999,39.149124
Chile,CHL,2000,47.506424
Chile,CHL,2001,51.772526
Chile,CHL,2002,53.10361
Chile,CHL,2003,48.38281
Chile,CHL,2004,42.88944
Chile,CHL,2005,50.217308
Chile,CHL,2006,52.324062
Chile,CHL,2007,39.81779
Chile,CHL,2008,42.185562
Chile,CHL,2009,43.340977
Chile,CHL,2010,36.98936
Chile,CHL,2011,33.913605
Chile,CHL,2012,31.310825
Chile,CHL,2013,29.587795
Chile,CHL,2014,36.368835
Chile,CHL,2015,38.16028
Chile,CHL,2016,33.083424
Chile,CHL,2017,39.504177
Chile,CHL,2018,42.859005
Chile,CHL,2019,41.64621
Chile,CHL,2020,43.807076
Chile,CHL,2021,42.706417
China,CHN,1985,22.495691
China,CHN,1986,21.032778
China,CHN,1987,20.114803
China,CHN,1988,20.023113
China,CHN,1989,20.247429
China,CHN,1990,20.414036
China,CHN,1991,18.413998
China,CHN,1992,17.366556
China,CHN,1993,18.75076
China,CHN,1994,18.137295
China,CHN,1995,19.286135
China,CHN,1996,17.534836
China,CHN,1997,17.516706
China,CHN,1998,17.287024
China,CHN,1999,16.105118
China,CHN,2000,16.639128
China,CHN,2001,18.958124
China,CHN,2002,17.6185
China,CHN,2003,15.036272
China,CHN,2004,16.22241
China,CHN,2005,16.173119
China,CHN,2006,15.588404
China,CHN,2007,15.258385
China,CHN,2008,19.025333
China,CHN,2009,17.885717
China,CHN,2010,18.780075
China,CHN,2011,16.890234
China,CHN,2012,20.122967
China,CHN,2013,20.215248
China,CHN,2014,22.35022
China,CHN,2015,24.079271
China,CHN,2016,25.000778
China,CHN,2017,25.419243
China,CHN,2018,25.774794
China,CHN,2019,26.999567
China,CHN,2020,28.24646
China,CHN,2021,28.907642
Colombia,COL,1985,63.686756
Colombia,COL,1986,68.236824
Colombia,COL,1987,69.81999
Colombia,COL,1988,69.89322
Colombia,COL,1989,73.08356
Colombia,COL,1990,72.60907
Colombia,COL,1991,69.772255
Colombia,COL,1992,61.782764
Colombia,COL,1993,67.74923
Colombia,COL,1994,72.18858
Colombia,COL,1995,68.374115
Colombia,COL,1996,73.97725
Colombia,COL,1997,64.037476
Colombia,COL,1998,62.274715
Colombia,COL,1999,71.49735
Colombia,COL,2000,75.70515
Colombia,COL,2001,74.58785
Colombia,COL,2002,76.718864
Colombia,COL,2003,78.920815
Colombia,COL,2004,81.75855
Colombia,COL,2005,80.29996
Colombia,COL,2006,80.751
Colombia,COL,2007,81.64207
Colombia,COL,2008,84.021835
Colombia,COL,2009,73.482544
Colombia,COL,2010,71.70611
Colombia,COL,2011,82.84114
Colombia,COL,2012,78.589134
Colombia,COL,2013,69.9169
Colombia,COL,2014,69.58158
Colombia,COL,2015,64.282906
Colombia,COL,2016,66.43863
Colombia,COL,2017,79.2409
Colombia,COL,2018,75.84291
Colombia,COL,2019,69.465065
Colombia,COL,2020,64.73943
Colombia,COL,2021,73.649734
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0.19723865
Cyprus,CYP,2009,0.57581574
Cyprus,CYP,2010,1.500938
Cyprus,CYP,2011,3.4552846
Cyprus,CYP,2012,5.508475
Cyprus,CYP,2013,7.692308
Cyprus,CYP,2014,7.142857
Cyprus,CYP,2015,8.810573
Cyprus,CYP,2016,8.793456
Cyprus,CYP,2017,8.6
Cyprus,CYP,2018,9.486166
Cyprus,CYP,2019,10.097087
Cyprus,CYP,2020,12.371135
Cyprus,CYP,2021,15.234375
Czechia,CZE,1985,2.8750367
Czechia,CZE,1986,3.0954032
Czechia,CZE,1987,3.963277
Czechia,CZE,1988,3.2626605
Czechia,CZE,1989,2.5226085
Czechia,CZE,1990,1.8628553
Czechia,CZE,1991,1.8076285
Czechia,CZE,1992,2.3708723
Czechia,CZE,1993,2.6078064
Czechia,CZE,1994,3.047945
Czechia,CZE,1995,3.9782107
Czechia,CZE,1996,3.5406547
Czechia,CZE,1997,3.4106836
Czechia,CZE,1998,3.079542
Czechia,CZE,1999,3.6777308
Czechia,CZE,2000,3.127572
Czechia,CZE,2001,3.4626784
Czechia,CZE,2002,3.9342105
Czechia,CZE,2003,2.2587268
Czechia,CZE,2004,3.2700799
Czechia,CZE,2005,3.8203344
Czechia,CZE,2006,4.207506
Czechia,CZE,2007,3.896548
Czechia,CZE,2008,4.466859
Czechia,CZE,2009,5.7079864
Czechia,CZE,2010,6.933365
Czechia,CZE,2011,8.353525
Czechia,CZE,2012,9.317631
Czechia,CZE,2013,10.821503
Czechia,CZE,2014,10.786966
Czechia,CZE,2015,11.403296
Czechia,CZE,2016,11.449823
Czechia,CZE,2017,11.226394
Czechia,CZE,2018,10.856551
Czechia,CZE,2019,11.752361
Czechia,CZE,2020,12.963194
Czechia,CZE,2021,12.791114
Denmark,DNK,1985,0.40181115
Denmark,DNK,1986,0.66659975
Denmark,DNK,1987,0.89591783
Denmark,DNK,1988,1.4410659
Denmark,DNK,1989,2.5172758
Denmark,DNK,1990,3.1947656
Denmark,DNK,1991,2.9009302
Denmark,DNK,1992,4.4227643
Denmark,DNK,1993,4.738081
Denmark,DNK,1994,4.2878265
Denmark,DNK,1995,5.0626016
Denmark,DNK,1996,3.883495
Denmark,DNK,1997,6.6169825
Denmark,DNK,1998,9.566698
Denmark,DNK,1999,11.262535
Denmark,DNK,2000,15.472222
Denmark,DNK,2001,15.509013
Denmark,DNK,2002,17.286152
Denmark,DNK,2003,17.48267
Denmark,DNK,2004,23.5527
Denmark,DNK,2005,27.049406
Denmark,DNK,2006,20.171015
Denmark,DNK,2007,26.201982
Denmark,DNK,2008,27.580559
Denmark,DNK,2009,27.652557
Denmark,DNK,2010,31.97839
Denmark,DNK,2011,40.232822
Denmark,DNK,2012,48.33876
Denmark,DNK,2013,45.941277
Denmark,DNK,2014,55.886925
Denmark,DNK,2015,65.43381
Denmark,DNK,2016,60.1964
Denmark,DNK,2017,70.25459
Denmark,DNK,2018,68.346504
Denmark,DNK,2019,78.17689
Denmark,DNK,2020,81.622
Denmark,DNK,2021,78.947365
Eastern Africa (BP),,1985,82.648155
Eastern Africa (BP),,1986,78.87401
Eastern Africa (BP),,1987,68.49591
Eastern Africa (BP),,1988,70.52199
Eastern Africa (BP),,1989,70.379196
Eastern Africa (BP),,1990,73.47094
Eastern Africa (BP),,1991,71.44927
Eastern Africa (BP),,1992,70.66849
Eastern Africa (BP),,1993,70.03445
Eastern Africa (BP),,1994,69.15903
Eastern Africa (BP),,1995,68.045166
Eastern Africa (BP),,1996,68.7299
Eastern Africa (BP),,1997,67.858925
Eastern Africa (BP),,1998,74.68599
Eastern Africa (BP),,1999,74.29782
Eastern Africa (BP),,2000,74.11865
Eastern Africa (BP),,2001,74.99096
Eastern Africa (BP),,2002,76.92808
Eastern Africa (BP),,2003,78.51823
Eastern Africa (BP),,2004,74.54792
Eastern Africa (BP),,2005,72.75536
Eastern Africa (BP),,2006,74.30943
Eastern Africa (BP),,2007,75.84984
Eastern Africa (BP),,2008,74.03059
Eastern Africa (BP),,2009,73.85565
Eastern Africa (BP),,2010,77.09189
Eastern Africa (BP),,2011,74.90177
Eastern Africa (BP),,2012,75.38181
Eastern Africa (BP),,2013,75.71758
Eastern Africa (BP),,2014,76.6907
Eastern Africa (BP),,2015,74.028175
Eastern Africa (BP),,2016,71.54889
Eastern Africa (BP),,2017,70.21661
Eastern Africa (BP),,2018,71.48033
Eastern Africa (BP),,2019,73.00167
Eastern Africa (BP),,2020,75.625404
Eastern Africa (BP),,2021,76.50888
Ecuador,ECU,1985,71.939445
Ecuador,ECU,1986,80.04789
Ecuador,ECU,1987,84.881134
Ecuador,ECU,1988,85.552216
Ecuador,ECU,1989,85.872765
Ecuador,ECU,1990,78.544685
Ecuador,ECU,1991,72.77874
Ecuador,ECU,1992,69.11565
Ecuador,ECU,1993,78.39561
Ecuador,ECU,1994,80.61493
Ecuador,ECU,1995,61.226696
Ecuador,ECU,1996,65.53657
Ecuador,ECU,1997,63.06056
Ecuador,ECU,1998,59.74183
Ecuador,ECU,1999,69.62207
Ecuador,ECU,2000,72.753624
Ecuador,ECU,2001,65.17691
Ecuador,ECU,2002,64.50217
Ecuador,ECU,2003,63.425514
Ecuador,ECU,2004,58.944954
Ecuador,ECU,2005,61.019737
Ecuador,ECU,2006,58.357986
Ecuador,ECU,2007,59.891438
Ecuador,ECU,2008,68.017525
Ecuador,ECU,2009,59.54241
Ecuador,ECU,2010,54.65673
Ecuador,ECU,2011,62.927567
Ecuador,ECU,2012,62.415195
Ecuador,ECU,2013,57.531193
Ecuador,ECU,2014,58.763325
Ecuador,ECU,2015,61.53846
Ecuador,ECU,2016,66.43331
Ecuador,ECU,2017,77.54222
Ecuador,ECU,2018,76.817085
Ecuador,ECU,2019,81.45511
Ecuador,ECU,2020,82.55033
Ecuador,ECU,2021,83.54978
Egypt,EGY,1985,30.237823
Egypt,EGY,1986,27.639322
Egypt,EGY,1987,25.156712
Egypt,EGY,1988,22.806587
Egypt,EGY,1989,23.358656
Egypt,EGY,1990,23.724451
Egypt,EGY,1991,22.913393
Egypt,EGY,1992,21.784071
Egypt,EGY,1993,21.59424
Egypt,EGY,1994,22.096806
Egypt,EGY,1995,22.095871
Egypt,EGY,1996,21.437372
Egypt,EGY,1997,20.729431
Egypt,EGY,1998,19.942501
Egypt,EGY,1999,20.466146
Egypt,EGY,2000,18.39667
